customer_id,full_name,document_id,email,phone,city,state_code,customer_segment,signup_date,status,source_updated_at,extracted_at,batch_id
CUST-000025,Ana Lima Mock 025,SYN-DOC-000025,cliente025@example.com,+5536910000025,Campinas,SP,SMB,2025-07-21,ACTIVE,2026-07-26T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000026,Elisa Freitas Mock 026,SYN-DOC-000026,cliente026@example.com,+5537910000026,Ribeirao Preto,SP,RESIDENTIAL,2025-07-23,ACTIVE,2026-07-27T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000027,Isabela Freitas Mock 027,SYN-DOC-000027,cliente027@example.com,+5538910000027,Uberlandia,MG,RESIDENTIAL,2025-07-25,ACTIVE,2026-07-28T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000028,Elisa Almeida Mock 028,SYN-DOC-000028,cliente028@example.com,+5539910000028,Belo Horizonte,MG,RESIDENTIAL,2025-07-27,ACTIVE,2026-07-01T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000029,Camila Barbosa Mock 029,SYN-DOC-000029,cliente029@example.com,+5540910000029,Curitiba,PR,RESIDENTIAL,2025-07-29,ACTIVE,2026-07-02T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000030,Camila Nunes Mock 030,SYN-DOC-000030,cliente030@example.com,+5541910000030,Londrina,PR,SMB,2025-07-31,ACTIVE,2026-07-03T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000031,Henrique Esteves Mock 031,SYN-DOC-000031,cliente031@example.com,+5542910000031,Goiania,GO,RESIDENTIAL,2025-08-02,ACTIVE,2026-07-04T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000032,Fabio Barbosa Mock 032,SYN-DOC-000032,cliente032@example.com,+5543910000032,Campo Grande,MS,RESIDENTIAL,2025-08-04,ACTIVE,2026-07-05T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000033,Joao Barbosa Mock 033,SYN-DOC-000033,cliente033@example.com,+5544910000033,Campinas,SP,RESIDENTIAL,2025-08-06,ACTIVE,2026-07-06T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000034,Elisa Nunes Mock 034,SYN-DOC-000034,cliente034@example.com,+5545910000034,Ribeirao Preto,SP,RESIDENTIAL,2025-08-08,ACTIVE,2026-07-07T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000035,Giovana Gomes Mock 035,SYN-DOC-000035,cliente035@example.com,+5546910000035,Uberlandia,MG,SMB,2025-08-10,ACTIVE,2026-07-08T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000036,Ana Gomes Mock 036,SYN-DOC-000036,cliente036@example.com,+5547910000036,Belo Horizonte,MG,RESIDENTIAL,2025-08-12,ACTIVE,2026-07-09T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000037,Joao Gomes Mock 037,SYN-DOC-000037,cliente037@example.com,+5548910000037,Curitiba,PR,RESIDENTIAL,2025-08-14,ACTIVE,2026-07-10T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000038,Camila Gomes Mock 038,SYN-DOC-000038,cliente038@example.com,NULL,Londrina,PR,RESIDENTIAL,2025-08-16,ACTIVE,2026-07-11T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000039,Joao Freitas Mock 039,SYN-DOC-000039,cliente039@example.com,+5550910000039,Goiania,GO,RESIDENTIAL,2025-08-18,ACTIVE,2026-07-12T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000040,Fabio Esteves Mock 040,SYN-DOC-000040,cliente040@example.com,+5551910000040,Campo Grande,MS,SMB,2025-08-20,ACTIVE,2026-07-13T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000041,Elisa Barbosa Mock 041,SYN-DOC-000041,cliente041@example.com,+5552910000041,Campinas,SP,RESIDENTIAL,2025-08-22,ACTIVE,2026-07-14T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000042,Giovana Freitas Mock 042,SYN-DOC-000042,cliente042@example.com,+5553910000042,Ribeirao Preto,SP,RESIDENTIAL,2025-08-24,ACTIVE,2026-07-15T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000043,Isabela Nunes Mock 043,SYN-DOC-000042,cliente043@example.com,+5554910000043,Uberlandia,MG,RESIDENTIAL,2025-08-26,ACTIVE,2026-07-16T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000044,Isabela Lima Mock 044,SYN-DOC-000044,cliente044@example.com,+5555910000044,Belo Horizonte,MG,RESIDENTIAL,2025-08-28,ACTIVE,2026-07-17T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000045,Fabio Esteves Mock 045,SYN-DOC-000045,cliente045@example.com,+5556910000045,Curitiba,PR,SMB,2025-08-30,ACTIVE,2026-07-18T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000046,Elisa Lima Mock 046,SYN-DOC-000046,cliente046@example.com,+5557910000046,Londrina,PR,RESIDENTIAL,2025-09-01,SUSPENDED,2026-07-19T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000047,Diego Moraes Mock 047,SYN-DOC-000047,cliente047@example.com,+5558910000047,Goiania,GO,RESIDENTIAL,2025-09-03,ACTIVE,2026-07-20T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000048,Giovana Esteves Mock 048,SYN-DOC-000048,cliente048@example.com,+5559910000048,Campo Grande,MS,RESIDENTIAL,2025-09-05,ACTIVE,2026-07-21T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000049,Elisa Nunes Mock 049,SYN-DOC-000049,cliente049@example.com,+5560910000049,Campinas,SP,RESIDENTIAL,2025-09-07,ACTIVE,2026-07-22T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000050,Diego Gomes Mock 050,SYN-DOC-000050,cliente050@example.com,+5561910000050,Ribeirao Preto,SP,SMB,2025-09-09,ACTIVE,2026-07-23T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000051,Fabio Lima Mock 051,SYN-DOC-000051,cliente051@example.com,+5562910000051,Uberlandia,MG,RESIDENTIAL,2025-09-11,ACTIVE,2026-07-24T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000052,Diego Esteves Mock 052,SYN-DOC-000052,cliente052@example.com,+5563910000052,Belo Horizonte,MG,RESIDENTIAL,2025-09-13,ACTIVE,2026-07-25T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000053,Giovana Esteves Mock 053,SYN-DOC-000053,cliente053@example.com,+5564910000053,Curitiba,PR,RESIDENTIAL,2025-09-15,ACTIVE,2026-07-26T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000054,Giovana Nunes Mock 054,SYN-DOC-000054,cliente054@example.com,+5565910000054,Londrina,PR,RESIDENTIAL,2025-09-17,ACTIVE,2026-07-27T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000055,Henrique Dias Mock 055,SYN-DOC-000055,cliente055@example.com,+5566910000055,Goiania,GO,SMB,2025-09-19,ACTIVE,2026-07-28T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000056,Elisa Barbosa Mock 056,SYN-DOC-000056,cliente056@example.com,+5567910000056,Campo Grande,MS,RESIDENTIAL,2025-09-21,ACTIVE,2026-07-01T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000057,Bruno Nunes Mock 057,SYN-DOC-000057,cliente057@example.com,NULL,Campinas,SP,RESIDENTIAL,2025-09-23,ACTIVE,2026-07-02T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000058,Henrique Esteves Mock 058,SYN-DOC-000058,cliente058@example.com,+5569910000058,Ribeirao Preto,SP,RESIDENTIAL,2025-09-25,ACTIVE,2026-07-03T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000059,Camila Moraes Mock 059,SYN-DOC-000059,cliente059@example.com,+5570910000059,Uberlandia,MG,RESIDENTIAL,2025-09-27,ACTIVE,2026-07-04T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000060,Camila Moraes Mock 060,SYN-DOC-000060,cliente060@example.com,+5571910000060,Belo Horizonte,MG,SMB,2025-09-29,ACTIVE,2026-07-05T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000061,Bruno Lima Mock 061,SYN-DOC-000061,cliente061@example.com,+5572910000061,Curitiba,PR,RESIDENTIAL,2025-10-01,ACTIVE,2026-07-06T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000062,Ana Freitas Mock 062,SYN-DOC-000062,cliente062@example.com,+5573910000062,Londrina,PR,RESIDENTIAL,2025-10-03,ACTIVE,2026-07-07T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000063,Henrique Almeida Mock 063,SYN-DOC-000063,cliente063@example.com,+5574910000063,Goiania,GO,RESIDENTIAL,2025-10-05,ACTIVE,2026-07-08T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000064,Ana Gomes Mock 064,SYN-DOC-000064,cliente064@example.com,+5575910000064,Campo Grande,MS,RESIDENTIAL,2025-10-07,ACTIVE,2026-07-09T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000065,Isabela Almeida Mock 065,SYN-DOC-000065,cliente065@example.com,+5576910000065,Campinas,SP,SMB,2025-10-09,ACTIVE,2026-07-10T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000066,Camila Moraes Mock 066,SYN-DOC-000066,cliente066@example.com,+5577910000066,Ribeirao Preto,SP,RESIDENTIAL,2025-10-11,ACTIVE,2026-07-11T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000067,Ana Esteves Mock 067,SYN-DOC-000067,cliente067@example.com,+5578910000067,Uberlandia,MG,RESIDENTIAL,2025-10-13,ACTIVE,2026-07-12T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000068,Elisa Almeida Mock 068,SYN-DOC-000068,cliente068@example.com,+5579910000068,Belo Horizonte,MG,RESIDENTIAL,2025-10-15,ACTIVE,2026-07-13T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000069,Elisa Barbosa Mock 069,SYN-DOC-000069,cliente069@example.com,+5580910000069,Curitiba,PR,RESIDENTIAL,2025-10-17,SUSPENDED,2026-07-14T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000070,Fabio Costa Mock 070,SYN-DOC-000070,cliente070@example.com,+5581910000070,Londrina,PR,SMB,2025-10-19,ACTIVE,2026-07-15T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000071,Elisa Moraes Mock 071,SYN-DOC-000071,cliente071@example.com,+5582910000071,Goiania,GO,RESIDENTIAL,2025-10-21,ACTIVE,2026-07-16T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000072,Henrique Barbosa Mock 072,SYN-DOC-000072,cliente072@example.com,+5583910000072,Campo Grande,MS,RESIDENTIAL,2025-10-23,ACTIVE,2026-07-17T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000073,Henrique Nunes Mock 073,SYN-DOC-000073,cliente073@example.com,+5584910000073,Campinas,SP,RESIDENTIAL,2025-10-25,ACTIVE,2026-07-18T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000074,Camila Freitas Mock 074,SYN-DOC-000074,cliente074@example.com,+5585910000074,Ribeirao Preto,SP,RESIDENTIAL,2025-10-27,ACTIVE,2026-07-19T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000075,Isabela Freitas Mock 075,SYN-DOC-000075,cliente075@example.com,+5586910000075,Uberlandia,MG,SMB,2025-10-29,ACTIVE,2026-07-20T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000076,Isabela Nunes Mock 076,SYN-DOC-000076,cliente076@example.com,NULL,Belo Horizonte,MG,RESIDENTIAL,2025-10-31,ACTIVE,2026-07-21T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000077,Camila Barbosa Mock 077,SYN-DOC-000077,cliente077@example.com,+5588910000077,Curitiba,PR,RESIDENTIAL,2025-11-02,ACTIVE,2026-07-22T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000078,Ana Esteves Mock 078,SYN-DOC-000078,cliente078@example.com,+5511910000078,Londrina,PR,RESIDENTIAL,2025-11-04,ACTIVE,2026-07-23T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000079,Giovana Almeida Mock 079,SYN-DOC-000079,cliente079@example.com,+5512910000079,Goiania,GO,RESIDENTIAL,2025-11-06,ACTIVE,2026-07-24T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000080,Diego Gomes Mock 080,SYN-DOC-000080,cliente080@example.com,+5513910000080,Campo Grande,MS,SMB,2025-11-08,ACTIVE,2026-07-25T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000081,Henrique Moraes Mock 081,SYN-DOC-000081,cliente081@example.com,+5514910000081,Campinas,SP,RESIDENTIAL,2025-11-10,ACTIVE,2026-07-26T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000082,Giovana Almeida Mock 082,SYN-DOC-000082,cliente082@example.com,+5515910000082,Ribeirao Preto,SP,RESIDENTIAL,2025-11-12,ACTIVE,2026-07-27T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000083,Camila Barbosa Mock 083,SYN-DOC-000083,cliente083@example.com,+5516910000083,Uberlandia,MG,RESIDENTIAL,2025-11-14,ACTIVE,2026-07-28T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000084,Bruno Esteves Mock 084,SYN-DOC-000084,cliente084@example.com,+5517910000084,Belo Horizonte,MG,RESIDENTIAL,2025-11-16,ACTIVE,2026-07-01T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000085,Bruno Moraes Mock 085,SYN-DOC-000085,cliente085@example.com,+5518910000085,Curitiba,PR,SMB,2025-11-18,ACTIVE,2026-07-02T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000086,Fabio Almeida Mock 086,SYN-DOC-000086,cliente086@example.com,+5519910000086,Londrina,PR,RESIDENTIAL,2025-11-20,ACTIVE,2026-07-03T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000087,Henrique Nunes Mock 087,SYN-DOC-000087,cliente087@example.com,+5520910000087,Goiania,GO,RESIDENTIAL,2025-11-22,ACTIVE,2026-07-04T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000088,Diego Freitas Mock 088,SYN-DOC-000088,cliente088@example.com,+5521910000088,Campo Grande,MS,RESIDENTIAL,2025-11-24,ACTIVE,2026-07-05T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000089,Giovana Barbosa Mock 089,SYN-DOC-000089,cliente089@example.com,+5522910000089,Campinas,SP,RESIDENTIAL,2025-11-26,ACTIVE,2026-07-06T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000090,Joao Lima Mock 090,SYN-DOC-000090,cliente090@example.com,+5523910000090,Ribeirao Preto,SP,SMB,2025-11-28,ACTIVE,2026-07-07T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000091,Diego Nunes Mock 091,SYN-DOC-000091,cliente091@example.com,+5524910000091,Uberlandia,MG,RESIDENTIAL,2025-11-30,ACTIVE,2026-07-08T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000092,Giovana Esteves Mock 092,SYN-DOC-000092,cliente092@example.com,+5525910000092,Belo Horizonte,MG,RESIDENTIAL,2025-12-02,SUSPENDED,2026-07-09T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000093,Bruno Dias Mock 093,SYN-DOC-000093,cliente093@example.com,+5526910000093,Curitiba,PR,RESIDENTIAL,2025-12-04,ACTIVE,2026-07-10T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000094,Elisa Barbosa Mock 094,SYN-DOC-000094,cliente094@example.com,+5527910000094,Londrina,PR,RESIDENTIAL,2025-12-06,ACTIVE,2026-07-11T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000095,Fabio Moraes Mock 095,SYN-DOC-000095,cliente095@example.com,NULL,Goiania,GO,SMB,2025-12-08,ACTIVE,2026-07-12T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000096,Ana Esteves Mock 096,SYN-DOC-000096,cliente096@example.com,+5529910000096,Campo Grande,MS,RESIDENTIAL,2025-12-10,ACTIVE,2026-07-13T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000097,Isabela Dias Mock 097,SYN-DOC-000097,cliente097@example.com,+5530910000097,Campinas,SP,RESIDENTIAL,2025-12-12,ACTIVE,2026-07-14T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000098,Isabela Barbosa Mock 098,SYN-DOC-000098,cliente098@example.com,+5531910000098,Ribeirao Preto,SP,RESIDENTIAL,2025-12-14,ACTIVE,2026-07-15T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000099,Bruno Dias Mock 099,SYN-DOC-000099,cliente099@example.com,+5532910000099,Uberlandia,MG,RESIDENTIAL,2025-12-16,ACTIVE,2026-07-16T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000100,Diego Almeida Mock 100,SYN-DOC-000100,cliente100@example.com,+5533910000100,Belo Horizonte,MG,SMB,2025-12-18,ACTIVE,2026-07-17T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000101,Henrique Moraes Mock 101,SYN-DOC-000101,cliente101@example.com,+5534910000101,Curitiba,PR,RESIDENTIAL,2025-12-20,ACTIVE,2026-07-18T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000102,Henrique Esteves Mock 102,SYN-DOC-000102,cliente102@example.com,+5535910000102,Londrina,PR,RESIDENTIAL,2025-12-22,ACTIVE,2026-07-19T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000103,Elisa Esteves Mock 103,SYN-DOC-000103,cliente103@example.com,+5536910000103,Goiania,GO,RESIDENTIAL,2025-12-24,ACTIVE,2026-07-20T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000104,Bruno Almeida Mock 104,SYN-DOC-000104,cliente104@example.com,+5537910000104,Campo Grande,MS,RESIDENTIAL,2025-12-26,ACTIVE,2026-07-21T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000105,Bruno Dias Mock 105,SYN-DOC-000105,cliente105@example.com,+5538910000105,Campinas,SP,SMB,2025-12-28,ACTIVE,2026-07-22T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000106,Camila Almeida Mock 106,SYN-DOC-000106,cliente106@example.com,+5539910000106,Ribeirao Preto,SP,RESIDENTIAL,2025-12-30,ACTIVE,2026-07-23T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000107,Fabio Moraes Mock 107,SYN-DOC-000107,cliente107@example.com,+5540910000107,Uberlandia,MG,RESIDENTIAL,2026-01-01,ACTIVE,2026-07-24T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000108,Henrique Costa Mock 108,SYN-DOC-000108,cliente108@example.com,+5541910000108,Belo Horizonte,MG,RESIDENTIAL,2026-01-03,ACTIVE,2026-07-25T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000109,Henrique Nunes Mock 109,SYN-DOC-000109,cliente109@example.com,+5542910000109,Curitiba,PR,RESIDENTIAL,2026-01-05,ACTIVE,2026-07-26T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000110,Henrique Moraes Mock 110,SYN-DOC-000110,cliente110@example.com,+5543910000110,Londrina,PR,SMB,2026-01-07,ACTIVE,2026-07-27T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000111,Henrique Barbosa Mock 111,SYN-DOC-000111,cliente111@example.com,+5544910000111,Goiania,GO,RESIDENTIAL,2026-01-09,ACTIVE,2026-07-28T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000112,Camila Lima Mock 112,SYN-DOC-000112,cliente112@example.com,+5545910000112,Campo Grande,MS,RESIDENTIAL,2026-01-11,ACTIVE,2026-07-01T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000113,Ana Dias Mock 113,SYN-DOC-000113,cliente113@example.com,+5546910000113,Campinas,SP,RESIDENTIAL,2026-01-13,ACTIVE,2026-07-02T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000114,Diego Costa Mock 114,SYN-DOC-000114,cliente114@example.com,NULL,Ribeirao Preto,SP,RESIDENTIAL,2026-01-15,ACTIVE,2026-07-03T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000115,Diego Almeida Mock 115,SYN-DOC-000115,cliente115@example.com,+5548910000115,Uberlandia,MG,SMB,2026-01-17,SUSPENDED,2026-07-04T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
CUST-000116,Bruno Gomes Mock 116,SYN-DOC-000116,cliente116@example.com,+5549910000116,Belo Horizonte,MG,RESIDENTIAL,2026-01-19,ACTIVE,2026-07-05T12:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
